序号,行政区划代码,模板填写行政区划名称,单位名称,组织机构编码,法人代表,联系人,联系电话,单位地址,单位类型,经济类型,所属行业,产业类别,自主创业情况,就业总人数,需求人数
4142,4311030838,冷水滩区黄阳司镇黄阳司居委会,蔬菜摊,1232,刘冬梅,刘冬梅,13187105386,冷水滩区黄阳司镇黄阳司居委会,个体工商户,个体经营,批发零售,第三产业,其他,1,0
4144,4311030838,冷水滩区黄阳司镇黄阳司居委会,蔬菜摊,1235,高花秀,高花秀,15116547290,冷水滩区黄阳司镇黄阳司居委会,个体工商户,个体经营,批发零售,第三产业,其他,1,0
4157,4311030838,冷水滩区黄阳司镇黄阳司居委会,蔬菜摊,1248,何言妹,何言妹,15200997509,冷水滩区黄阳司镇黄阳司居委会,个体工商户,个体经营,批发零售,第三产业,其他,1,0
4224,4311030838,冷水滩区黄阳司镇黄阳司居委会,蔬菜摊,1316,李雪梅,李雪梅,13789238280,冷水滩区黄阳司镇黄阳司居委会,个体工商户,个体经营,批发零售,第三产业,其他,1,0
4229,4311030838,冷水滩区黄阳司镇黄阳司居委会,蔬菜摊,1321,钱金玉,钱金玉,13037483738,冷水滩区黄阳司镇黄阳司居委会,个体工商户,个体经营,批发零售,第三产业,其他,1,0
4245,4311030838,冷水滩区黄阳司镇黄阳司居委会,蔬菜摊,1337,唐年秀,唐年秀,13789238280,冷水滩区黄阳司镇黄阳司居委会,个体工商户,个体经营,批发零售,第三产业,其他,1,0
4261,4311030838,冷水滩区黄阳司镇黄阳司居委会,蔬菜摊,1353,伍小存,伍小存,13337261196,冷水滩区黄阳司镇黄阳司居委会,个体工商户,个体经营,批发零售,第三产业,其他,1,0
4287,4311030838,冷水滩区黄阳司镇黄阳司居委会,蔬菜摊,1379,李保翠,李保翠,13469376502,冷水滩区黄阳司镇黄阳司居委会,个体工商户,个体经营,批发零售,第三产业,其他,1,0
4295,4311030838,冷水滩区黄阳司镇黄阳司居委会,蔬菜摊,1387,熊三秀,熊三秀,13787649186,冷水滩区黄阳司镇黄阳司居委会,个体工商户,个体经营,批发零售,第三产业,其他,1,0
4300,4311030838,冷水滩区黄阳司镇黄阳司居委会,蔬菜摊,1392,唐双凤,唐双凤,13107466668,冷水滩区黄阳司镇黄阳司居委会,个体工商户,个体经营,批发零售,第三产业,其他,1,0
4311,4311030838,冷水滩区黄阳司镇黄阳司居委会,蔬菜摊,1403,屈明浩,屈明浩,15116533627,冷水滩区黄阳司镇黄阳司居委会,个体工商户,个体经营,批发零售,第三产业,其他,1,0
4314,4311030838,冷水滩区黄阳司镇黄阳司居委会,蔬菜摊,1406,王翠英,王翠英,13574690736,冷水滩区黄阳司镇黄阳司居委会,个体工商户,个体经营,批发零售,第三产业,其他,1,0
4388,4311030838,冷水滩区黄阳司镇黄阳司居委会,蔬菜摊,1481,李满玉,李满玉,15907493595,冷水滩区黄阳司镇黄阳司居委会,个体工商户,个体经营,批发零售,第三产业,其他,1,0
4391,4311030838,冷水滩区黄阳司镇黄阳司居委会,蔬菜摊,1484,陈香芝,陈香芝,15874678621,冷水滩区黄阳司镇黄阳司居委会,个体工商户,个体经营,批发零售,第三产业,其他,1,0
2929,4311031901,冷水滩区肖家园红旗路,永州市物资事务管理办公室,006579535,李才胜,李才胜,841230,潇湘西路42号,机关,国有全资,其他,第三产业,其他,1,1
2148,431103803670,永州市菱角山下河线,永州联池生物科技有限公司,053892903,唐立新,,13874607713,,其他,其他,其他,其它,其他,1,1
2911,431103030202,冷水滩区梧桐街道珊瑚路社区,永州市三力光电科技有限公司,055843363,吴波,吴波,,永州市冷水滩区,个体工商户,私营股份有限（公司）,其他,第三产业,其他,1,1
2192,431103020301,永州市菱角山活龙井,长沙屈臣氏个人用品商店有限公司永州分公司,058038482,张彬,张彬,,凤凰路步步高旁,企业,私营股份有限（公司）,批发零售,第三产业,其他,1,1
2152,431103803670,永州市菱角山下河线,永州市冷水滩区金苹果幼儿园,058044313,王海艳,,2356623,,其他,其他,其他,其它,其他,1,1
2155,431103803670,永州市菱角山下河线,永州市正能物业招投标代理有限公司,060107205,曾玉琴,,13036772289,,其他,其他,其他,其它,其他,1,1
2149,431103803670,永州市菱角山下河线,永州市冷水滩新湘电器有限公司,060115256,唐满玲,,13973491975,,其他,其他,其他,其它,其他,1,1
2151,431103803670,永州市菱角山下河线,永州市冷水滩区丽梅电器有限公司,062200235,何德华,,18974616230,,其他,其他,其他,其它,其他,1,1
2150,431103803670,永州市菱角山下河线,永州荣华竹木经销有限公司,062239359,周芳荣,,13135227773,,其他,其他,其他,其它,其他,1,1
2926,4311031901,冷水滩区肖家园红旗路,湖南宗元项目管理有限公司,064211712,宋锐,宋锐,,潇湘西路,企业,私营股份有限（公司）,其他,第三产业,,1,1
2915,431103030202,冷水滩区梧桐街道珊瑚路社区,永州市冷水滩区春田花花幼儿园,064214163,唐丹梅,唐丹梅,,永州市冷水滩区,个体工商户,私营股份有限（公司）,教育,第三产业,其他,1,1
461,4311030204,冷水滩区菱角山街道文昌阁社区,神华国华永州发电有限公司,064229496,陈杭君,陈杭君,13591952897,面粉厂,企业,私营股份有限（公司）,制造,第三产业,失业人员自主创业,1,0
2153,431103803670,永州市菱角山下河线,永州欣旺机电设备安装有限公司,066368000,刘春生,,15987401689,,其他,其他,其他,其它,其他,1,1
2193,431103020301,永州市菱角山活龙井,永州市希希吧餐饮管理有限公司舜德分公司,068217740,孙健,孙健,13874661928,凤凰路步步高旁,企业,私营股份有限（公司）,批发零售,第三产业,其他,1,1
2195,431103020301,永州市菱角山活龙井,财富证券有限责任公司永州零陵中路证券营业部,070574974,祝建军,祝建军,15507360001,零陵中路,企业,私营股份有限（公司）,批发零售,第三产业,其他,1,1
117,431103210101,永州市凤凰街道凤凰路,永州市冷水滩区学校财务管理中心,74990326,唐建军,唐建军,8465095,凤凰路,企业,集体全资,,第三产业,其他,1,1
2912,431103030202,冷水滩区梧桐街道珊瑚路社区,永州市冷水滩区站前北路,083555633,赵海燕,赵海燕,,永州市冷水滩区,个体工商户,私营股份有限（公司）,其他,第三产业,其他,1,1
2512,431103007002,永州市工业园区长冲居委会,广州铁路(集团)公司永州工务段,085418915,郭介平,郭介平,18821978898,新火车站北面,企业,,公共管理社会组织,其它,其他,1,1
2914,431103030202,冷水滩区梧桐街道珊瑚路社区,永州市冷水滩区珊珍幼儿园,087626945,蔡自新,蔡自新,,永州市冷水滩区,个体工商户,私营股份有限（公司）,教育,第三产业,其他,1,1
306,4311032103,永州市凤凰工业村,魏健诊所,000143290115,魏健,魏健,15974080968,凤凰园加油站旁边,个体工商户,个体经营,,第三产业,其他,1,1
2952,4311031901,冷水滩区肖家园红旗路,永州市九嶷宾馆,188322385,潘苏林,潘苏林,,零陵中路,企业,国有全资,其他,第三产业,其他,1,1
2052,431103200201,冷水滩区杨家桥街道狮子口社区,湖南省永州市冷水滩区对外贸易公司,188442694,蒋梅林,蒋梅林,8413182,冷水滩区零陵南路528号,企业,国有全资,农林牧渔业,第一产业,,1,1
890,4311030838,冷水滩区黄阳司镇黄阳司居委会,湖南省冷水滩碳酸钙厂,188445916,赵炳荣,赵炳荣,18074619392,冷水滩区黄阳司镇黄阳司居委会,企业,私营股份有限（公司）,其他,第三产业,其他,1,0
2918,4311031901,冷水滩区肖家园红旗路,湖南省冷水滩丽美线带有限公司,188449319,肖纯玉,肖纯玉,8412442,潇湘西路28号,企业,国有全资,批发零售,第三产业,,1,1
108,431103210101,永州市凤凰街道凤凰路,永州市冷水滩区教育科学研究中心,447795313,郭 晖,郭 晖,8465017,凤凰路,企业,集体全资,,第三产业,其他,1,1
2924,4311031901,冷水滩区肖家园红旗路,永州市冷水滩区疾病预防控制中心,447798012,胡勇民,胡勇民,8412936,湘江西路,机关,国有全资,其他,第三产业,,1,1
2514,431103007003,永州市工业园区古塘居委会,冷水滩区计划生育技术药具服务站,447800717,唐水花,唐水花,18974696003,西南花园C2B区,事业单位,其他,国际组织,其它,其他,1,1
2923,4311031901,冷水滩区肖家园红旗路,永州市冷水滩区卫生局农村卫生协会,501688114,张绵宽,张绵宽,8412363,湘江西路,事业单位,国有全资,其他,第三产业,,1,1
2922,4311031901,冷水滩区肖家园红旗路,冷水滩区卫生局医药学会,501688130,唐青柏,唐青柏,8412363,湘江西路,事业单位,国有全资,其他,第三产业,,1,1
2473,431103007002,永州市工业园区长冲居委会,中国石油天然气股份有限公司永州市冷水滩区珊瑚西路加油站,550705830,成鑫,成鑫,13874642521,珊瑚西路,企业,,电力、煤气及水,第二产业,失业人员自主创业,1,1
2171,431103803670,永州市菱角山下河线,永州君盛人造板设备安装有限公司,553023966,韩军,,13807461735,,其他,其他,其他,其它,其他,1,1
2122,431103803670,永州市菱角山下河线,永州市冷水滩龙钢商贸有限公司,554924432,张衡发,,18974612835,,其他,其他,其他,其它,其他,1,1
2168,431103803670,永州市菱角山下河线,永州市华宇机械设备水电安装有限公司,554933080,贺华华,,13787609266,,其他,其他,其他,其它,其他,1,1
2169,431103803670,永州市菱角山下河线,永州市富农竹木经营有限公司,554938009,林长渠,,13869182976,,其他,其他,其他,其它,其他,1,1
2170,431103803670,永州市菱角山下河线,永州市将驰货运信息服务有限公司,554943043,李将,,13974691929,,其他,其他,其他,其它,其他,1,1
2457,431103007002,永州市工业园区长冲居委会,永州市中荣房地产开发有限责任公司,557606499,唐梁民,唐梁民,13574619293,传芳路学府1号,企业,股份合作,房地产,第三产业,失业人员自主创业,1,1
2165,431103803670,永州市菱角山下河线,永州瑞联电气有限责任公司,557616734,唐满玲,,13217464976,,其他,其他,其他,其它,其他,1,1
119,431103210101,永州市凤凰街道凤凰路,永州市冷水滩区农村信用合作联社新凤合社,557636313,刘小凤,刘小凤,8413540,凤凰路,企业,集体全资,,第三产业,其他,1,1
2465,431103007002,永州市工业园区长冲居委会,湖南长铁旅行服务有限公司永州分公司,559512568,王文胜,王文胜,13574621688,永州市新火车站内,企业,,居民服务其它服务业,其它,其他,1,1
2166,431103803670,永州市菱角山下河线,永州市汇丰农机机电设备有限公司,563513328,谢拥军,,13974613103,,其他,其他,其他,其它,其他,1,1
2167,431103803670,永州市菱角山下河线,永州鸿运再生资源回收有限公司,565942820,谭又桥,,13874617460,,其他,其他,其他,其它,其他,1,1
2940,4311031901,冷水滩区肖家园红旗路,湖南省金德阳工程监理咨询有限公司,572220826,宋锐,宋锐,,潇湘西路,个体工商户,个体经营,其他,第三产业,其他,1,1
2463,431103007002,永州市工业园区长冲居委会,永州冠宇建设监理有限责任公司,574305065,蒋文胜,蒋文胜,15074650001,珍珠路,企业,,公共管理社会组织,其它,失业人员自主创业,1,1
2173,431103803670,永州市菱角山下河线,永州市幸盈房地产开发有限公司,574338158,申再新,,15111667608,,其他,其他,其他,其它,其他,1,1
2917,431103030202,冷水滩区梧桐街道珊瑚路社区,永州市冷水滩区剑桥之星幼儿园,578600491,杨朝英,杨朝英,13874733097,永州市冷水滩区,个体工商户,私营股份有限（公司）,教育,第三产业,其他,1,1
2172,431103803670,永州市菱角山下河线,永州市冷水滩区湘茂竹木经营有限公司,578611799,万顺华,,13707464698,,其他,其他,其他,其它,其他,1,1
101,431103210101,永州市凤凰街道凤凰路,永州市冷水滩区教学服务中心,580904179,胡晓宝,胡晓宝,8403252,凤凰路,企业,集体全资,,第三产业,其他,1,1
2197,4311030204,冷水滩区菱角山街道文昌阁社区,永州市冷水滩区银特投资管理有限公司,580916073,凡国凤,凡国凤,8628881,面粉厂,企业,私营股份有限（公司）,金融,第三产业,失业人员自主创业,1,1
2157,431103803670,永州市菱角山下河线,永州市阳光百合物业管理有限公司,582757264,吴爱民,,13973471637,,其他,其他,其他,其它,其他,1,1
2159,431103803670,永州市菱角山下河线,永州市冷水滩利通装卸搬运有限公司,584909700,邹艳玲,,13874362566,,其他,其他,其他,其它,其他,1,1
2191,431103020301,永州市菱角山活龙井,永州步步高商业连锁有限责任公司舜德分店,588974083,李立红,李立红,13874614857,零陵北路,企业,私营股份有限（公司）,批发零售,第三产业,其他,1,1
2174,431103803670,永州市菱角山下河线,永州市金鼎房地产开发有限公司,588974390,魏小兵,,15111630191,,其他,其他,其他,其它,其他,1,1
2175,431103803670,永州市菱角山下河线,永州恒通电力设备销售有限责任公司,595462852,刘新国,,13973491975,,其他,其他,其他,其它,其他,1,1
2907,431103030202,冷水滩区梧桐街道珊瑚路社区,永州市正天机械有限公司,599444854,刘军辉,刘军辉,,永州市冷水滩区,个体工商户,私营股份有限（公司）,其他,第三产业,其他,1,1
2532,431103007204,永州市工业园区珍珠塘村委会,永州市豪盛建材有限公司,666343595,杨顺林,杨顺林,13974603881,潇湘大道,企业,,其他,第三产业,失业人员自主创业,1,1
2176,431103803670,永州市菱角山下河线,永州市冷水滩区华风搬运有限公司,668598575,邹群华,,13862972433,,其他,其他,其他,其它,其他,1,1
2177,431103803670,永州市菱角山下河线,永州市扬帆搬运有限公司,668598903,胡少平,,13467490567,,其他,其他,其他,其它,其他,1,1
2925,4311031901,冷水滩区肖家园红旗路,永州市冷水滩区红十字会办公室,670799181,蒋善国,蒋善国,8412363,湘江西路,事业单位,国有全资,其他,第三产业,,1,1
2160,431103803670,永州市菱角山下河线,永州市冷水滩鸿杰农业开发有限公司,675553199,贺高潮,,13974676288,,其他,其他,其他,其它,其他,1,1
2162,431103803670,永州市菱角山下河线,永州市湘联电力有限责任公司,682838459,滕小兵,,18707468060,,其他,其他,其他,其它,其他,1,1
2161,431103803670,永州市菱角山下河线,永州市东明化工有限公司,687416343,韩建华,,13874977125,,其他,其他,其他,其它,其他,1,1
2959,4311031901,冷水滩区肖家园红旗路,永州市冷水滩旺通汽车科技有限责任公司,687430364,周智旺,周智旺,,零陵中路,个体工商户,,其他,第三产业,其他,1,1
2163,431103803670,永州市菱角山下河线,永州市冷水滩荣远商贸有限公司,687433856,李向荣,,2829097,,其他,其他,其他,其它,其他,1,1
2684,431103005004,冷水滩区梧桐梧桐,永州市冷水滩区作家协会,698584449,黄志新,黄志新,,梧桐路579号,社会团体,国有全资,居民服务其它服务业,第三产业,其他,1,1
2483,431103007002,永州市工业园区长冲居委会,永州市冷水滩区农村信用合作联社珊瑚信用社,707420404,唐明智,唐明智,,珍珠路519,企业,,金融,第三产业,其他,1,1
120,431103210101,永州市凤凰街道凤凰路,农行冷水滩区支行凤凰园分理处,707420578,李淑珍,李淑珍,8464924,凤凰路,企业,集体全资,金融,第三产业,其他,1,1
2958,4311031901,冷水滩区肖家园红旗路,农行冷水滩支行花坛分理处,707420586,李江玲,李江玲,8415432,零陵中路,事业单位,个体经营,其他,第三产业,其他,1,1
2178,431103803670,永州市菱角山下河线,湖南省冷水滩贮木场有限公司,707425635,李映国,,8476010,,其他,其他,其他,其它,其他,1,1
862,4311030836,冷水滩区黄阳司镇同乐滩村,永州市冷水滩蓝天化工厂,738952526,倪景清,倪景清,13874611065,冷水滩区黄阳司镇同乐滩村,企业,私营股份有限（公司）,其他,第二产业,其他,1,0
2939,4311031901,冷水滩区肖家园红旗路,永州市宝龙房地产开发有限公司红太阳购物广场,750619435,吕忠敏,吕忠敏,8427555,零陵中路,企业,私营股份有限（公司）,其他,第三产业,其他,1,1
2164,431103803670,永州市菱角山下河线,永州市湘南绿色罐头食品有限公司,750631805,王湘林,,8476809,,其他,其他,其他,其它,其他,1,1
2182,431103803670,永州市菱角山下河线,湖南省炳诚置业有限公司,760727261,邓彬程,,89826181,,其他,其他,其他,其它,其他,1,1
